action_dim,action_pad,actor_hidden,actor_min_std,algo,arm,checkpoint_frac,complete,dir,ent_start,env,eps_e_effective,eps_e_stored,estep_num_samples,files_present,git_commit,is_final,iteration,normalize_env,normalizer_eps,num_eval,obs_dim,seed,seed_index,seed_meta,sha_actor,sha_critic,sha_normalizer,tag,task,time_steps
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s303_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,303,0,303,f431fb5428560baf,003aac6e3c20f5e2,9297fe165b9f1676,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s304_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,304,0,304,766f1d22923d7a5b,c405f518dc4c13ce,c92f89352ec0b1fb,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s305_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,305,0,305,257ed1880ba9a2b2,500142b860ddeacd,b5df24fd071763fb,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s306_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,306,0,306,54023e677fda5498,dd918b4cbd99b4fb,9f39361dd2c24e49,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s307_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,307,0,307,15a743ed179c2887,0f7666d3fd4d0b1b,3632258d5c6f3ed8,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML05,1.0,True,exports/WalkerRun_weighted_mle_s308_final,0.014509912580251694,WalkerRun,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,24,308,0,308,9fdc23ee2f729c17,4e934ee2e36e9a94,91ac0221b7f7cacb,weighted_mle,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s301_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,301,0,301,0be8110634fecff4,b70bd381050b3dde,09a072be5d36b9f4,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s302_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,302,0,302,90f05033b6180bbf,fa5ac13cd34c5fca,33a1995b28c1dabc,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s303_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,303,0,303,8ef7686de462831a,d48b946e714bea2b,da64f0350f804c24,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s304_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,304,0,304,5ce5f2a87950659f,755d53da4187622f,bf6460c861681572,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s305_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,305,0,305,2c51bf0aab894978,46bbf3301f89e035,2903e35615c5ffb2,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s306_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,306,0,306,6c525a22ff26b36c,2766cbdd9ba41066,b3bdbfcf4525abb6,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s307_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,307,0,307,7da5d1cbd12eb6d7,b29775271defeba1,4816e3961b895ee0,weighted_mle_eps01,walker,52297728
6,0,512,0.1,weighted_mle,WML01,1.0,True,exports/WalkerRun_weighted_mle_eps01_s308_final,0.014509912580251694,WalkerRun,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,24,308,0,308,d2bf5c9f015e9bbf,aab46800e3d4ca96,751820bd794350c4,weighted_mle_eps01,walker,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s301_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,301,0,301,4ff699130c2fa16a,501d5bd0ee216784,64bd08f4e0ff7163,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s302_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,302,0,302,70a7fd1b1dd329a2,5d62ba419b981ff6,d4ea2d338655dcd1,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s303_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,303,0,303,cdec37a4de2367fa,e273a107e672d53a,f1be95d488e1006c,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s304_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,304,0,304,73c28d4b5d66f7f0,824c6cfe0d5b09c2,f8787e400a55a487,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s305_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,305,0,305,ee5d03b91f4e815a,18d5a8ab15a310c4,eeded640b6cfa46f,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s306_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,306,0,306,9f470e08b876f765,64ee7b90e413ee4c,b022c8122c737654,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s307_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,307,0,307,68372d76b609b298,7fc6f4875755a82c,4164ddc19489c49b,pathwise_fa_noent,g1,52297728
29,0,512,0.1,pathwise,PW,1.0,True,exports/G1JoystickFlatTerrain_pathwise_fa_noent_s308_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,e9a937395a0eca048cc0b848afa38e72e61b0689,True,399,True,0.01,20,103,308,0,308,1c507404d6df7441,5753879759ee1a92,ce9fd6e56c4dae63,pathwise_fa_noent,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s301_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,301,0,301,47eed443d85853be,a2e049b5e273989d,fd83137b041dd196,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s302_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,302,0,302,0380ad7fd359a683,c99c226f77ec5f2c,480a6e03403e809a,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s303_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,303,0,303,1aeb4622f0807ce8,44392def667f0a96,a04f256a9cad4979,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s304_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,304,0,304,e7e8ee25bb1e3bde,3e0dcbd575fa445d,4c153ff6f44cf2a5,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s305_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,305,0,305,04b594fe9129ed40,99172c25b5bd5570,093a287b17de3f1f,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s306_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,306,0,306,2eee39442ecbe577,55a1541d0edaecd5,1c260922bd1cd29c,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s307_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,307,0,307,f73c0b37881cde1f,b1e1c64a75d37e02,1ee2f9204fbedfc4,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML05,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_s308_final,0.00020752247655764222,G1JoystickFlatTerrain,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,,True,399,True,0.01,20,103,308,0,308,2d9b9563e7ea0d30,b1931b425b647271,df4a0b25f2e6850e,weighted_mle,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s301_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,301,0,301,bad23fcffa9dad93,900feb879f17e77d,87eea44abb095a56,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s302_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,302,0,302,37ab65fc68f6fe39,77e9475e910dae3d,e67101d3130a01e0,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s303_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,303,0,303,43fb16c8c92ac543,9dfb2f6c52c6518c,218a07b8d024e011,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s304_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,304,0,304,71680d7f75c0940c,482ee9183a1e5e88,ab0eb57748c5ef4d,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s305_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,305,0,305,83f3e7d9b98da59f,c1273affc6f140e6,bfd599328bdcdbca,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s306_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,306,0,306,804edfdc7aeb3973,69b329a4a0ac6284,1e6f7d47b80c949b,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s307_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,307,0,307,304e9d4a04f832de,0ef737bc32e0c470,d1d7663bc9d0e3db,weighted_mle_eps01,g1,52297728
29,0,512,0.1,weighted_mle,WML01,1.0,True,exports/G1JoystickFlatTerrain_weighted_mle_eps01_s308_final,0.00020752247655764222,G1JoystickFlatTerrain,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,103,308,0,308,d1948c8a1731f7ed,8c3b113b1de86a5c,a7888633b4e8405c,weighted_mle_eps01,g1,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s301_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,301,0,301,fe2a5dcff5145f8b,417f41f81fa6714b,890f1246db54dd0b,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s302_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,302,0,302,af9a4b58b236bc19,b745e9fbe284ace3,05e51e3b11ce4cbd,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s303_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,303,0,303,f7f52829bb1b80c5,2fbd932d03f2bd8a,ae99e180cb33ce49,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s304_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,304,0,304,d0f967f5f1869175,bdf0174d5206d083,605a4bd1ff0b58bf,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s305_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,305,0,305,63b27fe7de8980fe,fa8692323f7c4529,5133f62dee3f941b,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s306_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,306,0,306,90062c69479a8d33,7518eb0091b6610b,41ca32973429908b,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s307_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,307,0,307,41f3ccc5b260ee34,d0a6f81980449fcf,7833aa89e56e0b8b,pathwise_fa_noent,leap,52297728
16,0,512,0.1,pathwise,PW,1.0,True,exports/LeapCubeRotateZAxis_pathwise_fa_noent_s308_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,7be5b05c3fbba374ee3419727bf4a8db44e34bc8,True,399,True,0.01,20,32,308,0,308,1f452708c34dd32d,84dcbcfb34f70c96,046bf58c88b80448,pathwise_fa_noent,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s301_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,301,0,301,cd61888fca6f0906,bc5851518ec2fe0f,7b94a51c92331de7,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s302_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,302,0,302,8f46c94edd7bdd5a,05b99d8569e23cca,b1263d1f2c693f36,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s303_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,303,0,303,e53d39f8d5435d3f,9f6885b08a509f7e,d03ef7b732b0e07d,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s304_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,304,0,304,ed2418a2a2903234,e7130a3684525f2c,97c6b0e198dbe10a,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s305_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,305,0,305,5fa3b9ebda96344d,72ecff914b1eee98,36f4e2fca53b83f6,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s306_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,306,0,306,e905cc960f98e136,dffd5c8f118e993d,9f21ec2dcc4849a5,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s307_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,307,0,307,157428efa14f60d2,3596614accc271df,8691558bed537745,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML05,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_s308_final,0.000782382907345891,LeapCubeRotateZAxis,0.5,0.5,32,actor.npz|critic.npz|normalizer.npz|meta.json,918f82c82a81935af905ef8f7d64fce1bfcf021e,True,399,True,0.01,20,32,308,0,308,67ccbbf550e8787c,8f83d47f32c9cbbd,2267cbf1fcb8d36a,weighted_mle,leap,52297728
16,0,512,0.1,weighted_mle,WML01,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_eps01_s301_final,0.000782382907345891,LeapCubeRotateZAxis,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,32,301,0,301,dcfe1343972ecd7a,52f7b4959fd739a2,176cde8d14e9590f,weighted_mle_eps01,leap,52297728
16,0,512,0.1,weighted_mle,WML01,1.0,True,exports/LeapCubeRotateZAxis_weighted_mle_eps01_s302_final,0.000782382907345891,LeapCubeRotateZAxis,0.1,0.1,32,actor.npz|critic.npz|normalizer.npz|meta.json,964b251a7403d2517a38f1bd63b8918ea5a37df7,True,399,True,0.01,20,32,302,0,302,e3f9ed7cfd3cbcc1,ea9e23c3e8c9a439,32287a2e1e94fd30,weighted_mle_eps01,leap,52297728
